Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,IS_DISS,TITLE3,TITLE3_nospace,IS_DISS_TITLE,full_auth,AUTH,IS_AUTH,IS_DISS_AUTH,pq_Title,pq_Authors,pq_documentType,pq_elecPubDate,pq_entryDate,pq_issue,pq_pages,pq_placeOfPublication,pq_pubdate,pq_pubtitle,pq_year,pq_volume,Filename,Date,Additional Pages,ReviewType.1,Chapter,Chapter_Auth,special,downloaded
0.0,B Tapia Peralta,De lo virtual y lo real: apuntes para una estética de lo inmanente en el arte contemporáneo,2011,,dspace.ucuenca.edu.ec,https://dspace.ucuenca.edu.ec/items/43808c7c-470e-46ff-ae71-c083f9dd46d6,,39.0,12/23/24 10:03,,,,,,,,,0.0,0.0,0.0,1.0,13.0,"Al tiempo que la accesibilidad y comprensión de los medios de comunicación electrónica crecen, su uso por parte de los artistas es más amplio, tanto que es definitivo en los últimos ",https://dspace.ucuenca.edu.ec/bitstreams/0232e061-0d7e-477d-90d8-917d44683ae7/download,https://scholar.google.com/scholar?q=related:Krj9STwCVxAJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22eyebeam%22&hl=en&as_sdt=2007,[],TRUE,,824.0,True,mention,Shop Mandiberg,B_Tapia_Peralta_De_lo_virtual_y_lo_real_apuntes_para_una_estética_de_lo_inmanente_en_el_arte_contemporáneo.pdf,0,0,0,,0,False,De lo virtual ,De lo virtual,False,B Tapia Peralta,Peralta,False,,,,,,,,,,,,,,,,,,,,,False
0.0,"C Bobb, A Română",Câteva reflecţii asupra începuturilor hermeneuticii ricoeuriene,,Revista Irregular F,papers.ssrn.com,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1960192#page=45,,64.0,12/22/24 20:41,PDF,,,,,,,,0.0,0.0,0.0,2.0,,Ne propunem în această lucrare să urmărim motivele principale din cauza cărora Paul Ricoeur dezvoltă o hermeneutică. Vom susține că începutul operei sale este profund marcat de ,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1960192#page=45,https://scholar.google.com/scholar?q=related:ay_MOHGef1EJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,"AfterWalkerEvans.com, AfterSherrieLevine.com",TRUE,,64.0,True,mention,"AfterSherrieLevine.com, AfterWalkerEvans.comAfterSherrieLevine.com, AfterWalkerEvans.com",C_Bobb__A_Română_Câteva_reflecţii_asupra_începuturilor_hermeneuticii_ricoeuriene.pdf,0,0,0,,0,False,Câteva reflecţii asupra ,Câteva reflecţii asupra,False,C Bobb,Bobb,False,,,,,,,,,,,,,,,,,,,,,False
4504.0,C Fuchs,Social media: A critical introduction,2021,,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=5018557&publisher=FZ7200,"https://scholar.google.com/scholar?cites=17693865367409335401&as_sdt=2005&sciodt=0,5&hl=en",470.0,12/23/24 10:05,,,,,,,,,4504.0,1501.33,4504.0,1.0,3.0, event related to social media. The social media phenomenon has become an integral part of today’s society. This book deals with the connection between social media and society. Big ,https://westminsterresearch.westminster.ac.uk/item/8yq93/social-media-a-critical-introduction,"https://scholar.google.com/scholar?q=related:aRwFOM48jfUJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22social+media%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,True,535.0,True,mention,The Social Media Reader,C_Fuchs_Social_media_A_critical_introduction.pdf,0,0,0,,0,False,Social media: A ,Social media: A,True,C Fuchs,Fuchs,False,,,,,,,,,,,,,,,,,,,,,False
88.0,C Fuchs,Soziale Medien und Kritische Theorie: Eine Einführung,2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=YaUgEAAAQBAJ&oi=fnd&pg=PP1&dq=%22michael+mandiberg%22+%22social+media%22&ots=Si2xO0LvPG&sig=O1ahQUCAC8cEmpc53pOqqmtMufY,"https://scholar.google.com/scholar?cites=10752826501510277163&as_sdt=2005&sciodt=0,5&hl=en",489.0,12/23/24 10:05,BOOK,,,,,,,,88.0,29.33,88.0,1.0,3.0," Die Nutzung von Twitter durch Donald Trump war eines der meistdiskutierten Social-Media-Themen der letzten Jahre. Häufig berichten Nachrichtenmedien über das, was er getwittert ",https://fuchsc.net/wp-content/SozMed_Influencer.pdf,"https://scholar.google.com/scholar?q=related:Kyjtcbu2OZUJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22social+media%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,,554.0,True,mention,The Social Media Reader,C_Fuchs_Soziale_Medien_und_Kritische_Theorie_Eine_Einführung.pdf,0,0,0,,0,False,Soziale Medien und ,Soziale Medien und,False,C Fuchs,Fuchs,False,,,,,,,,,,,,,,,,,,,,,False
172.0,"C Fuchs, M Sandoval","Critique, social media and the information society",2014,,api.taylorfrancis.com,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203764077&type=googlepdf,"https://scholar.google.com/scholar?cites=7358861101316745771&as_sdt=2005&sciodt=0,5&hl=en",27.0,12/23/24 10:05,BOOK,,,,,,,,172.0,17.2,86.0,2.0,10.0, are today often • misleadingly called “social media”: blogs (eg  This does not mean that we share the social media hype that  What is social about social media? The discussions about ,https://westminsterresearch.westminster.ac.uk/item/8yq96/critique-social-media-and-the-information-society,"https://scholar.google.com/scholar?q=related:K6psxy7tH2YJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22social+media%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,True,92.0,True,mention,The Social Media Reader,"C_Fuchs__M_Sandoval_Critique,_social_media_and_the_information_society.pdf",0,0,0,,0,False,"Critique, social media ","Critique, social media",False,C Fuchs,Fuchs,False,,,,,,,,,,,,,,,,,,,,,False
45.0,"C Fuchs, M Sandoval","Introduction: Critique, social media and the information society in the age of capitalist crisis",2013,"Critique, social media and the information …",taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203764077-1/introduction-christian-fuchs-marisol-sandoval,"https://scholar.google.com/scholar?cites=14760685438159942976&as_sdt=2005&sciodt=0,5&hl=en",38.0,12/23/24 10:05,,10.4324/9780203764077-1,,,,,,,45.0,4.09,23.0,2.0,11.0, are today often • misleadingly called “social media”: blogs (eg  This does not mean that we share the social media hype that  What is social about social media? The discussions about ,https://westminsterresearch.westminster.ac.uk/item/8yq97/introduction-critique-social-media-and-the-information-society-in-the-age-of-capitalist-crisis,"https://scholar.google.com/scholar?q=related:QPXNVjN92MwJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22social+media%22&hl=en&as_sdt=0,5&as_vis=1",social media,TRUE,True,103.0,True,mention,The Social Media Reader,"C_Fuchs__M_Sandoval_Introduction_Critique,_social_media_and_the_information_society_in_the_age_of_capitalist_crisis.pdf",0,0,0,,0,False,"Introduction: Critique, social ","Introduction: Critique, social",False,C Fuchs,Fuchs,False,,,,,,,,,,,,,,,,,,,,,False
2.0,"CP Salgado, R Barbanti, K Paparrigopoulos…",Art i decreixement,2016,,books.google.com,https://books.google.com/books?hl=en&lr=&id=tbQjDAAAQBAJ&oi=fnd&pg=PT7&dq=%22michael+mandiberg%22+%22afterwalkerevans%22&ots=16h_ND246w&sig=Hh4WY--hmvQ31oy8To3ZmbP1E-E,https://scholar.google.com/scholar?cites=8463212464257011456&as_sdt=2005&sciodt=2007&hl=en,55.0,12/22/24 20:41,BOOK,,,,,,,,2.0,0.25,1.0,4.0,8.0,"Les contribucions recollides en aquest volum mostren el rebuig a una consideració de l’art i de l’estètica com a camps de treball tancats en si mateixos, i es centren, particularment, en ",,https://scholar.google.com/scholar?q=related:AI-ybuVec3UJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,[],TRUE,,55.0,True,mention,"AfterSherrieLevine.com, AfterWalkerEvans.com",CP_Salgado__R_Barbanti__K_Paparrigopoulos..._Art_i_decreixement.pdf,0,0,0,verify type,get ILL,False,Art i decreixement,Art i decreixemen,False,CP Salgado,Salgado,False,,,,,,,,,,,,,,,,,,,,,False
0.0,D Vagianos,"Digital Media and Society [Undergraduate textbook]. Kallipos, Open Academic Editions",2024,,researchgate.net,https://www.researchgate.net/profile/Dimitrios-Vagianos/publication/385037169_Digital_Media_and_Society_Convenient_Regulators_of_Society_Politics_and_Economics/links/671238ea24a01038d0f16a8b/Digital-Media-and-Society-Convenient-Regulators-of-Society-Politics-and-Economics.pdf,,231.0,12/23/24 10:05,PDF,,,,,,,,0.0,0.0,0.0,1.0,1.0,"Digital Media (DM) refers to the various systems of public communication, content creation and dissemination, as well as the computer-based technologies that facilitate and influence ",https://www.researchgate.net/profile/Dimitrios-Vagianos/publication/385037169_Digital_Media_and_Society_Convenient_Regulators_of_Society_Politics_and_Economics/links/671238ea24a01038d0f16a8b/Digital-Media-and-Society-Convenient-Regulators-of-Society-Politics-and-Economics.pdf,"https://scholar.google.com/scholar?q=related:4wJuamZmRnoJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22social+media%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,,296.0,True,mention,The Social Media Reader,"D_Vagianos_Digital_Media_and_Society_[Undergraduate_textbook]._Kallipos,_Open_Academic_Editions.pdf",0,0,0,,0,False,Digital Media and ,Digital Media and,False,D Vagianos,Vagianos,False,,,,,,,,,,,,,,,,,,,,,False
0.0,G Brisson-Darveau,Un état hors du temps,2011,,corpus.ulaval.ca,https://corpus.ulaval.ca/entities/publication/e12413f5-42b4-489d-ac10-21103277f6bb,,13.0,12/23/24 20:35,,,,,,,,,0.0,0.0,0.0,1.0,13.0,"Dans le cadre de ce travail de recherche, j'expérimente la construction d'un personnage fictif et d'un espace sur le Web où il existe, www. TempsMort. Org. Je fais appel à la mise en ",https://corpus.ulaval.ca/bitstreams/1d6456dc-fbd7-44e4-a918-6d89997419cc/download,"https://scholar.google.com/scholar?q=related:dL36Vhx9YMgJ:scholar.google.com/&scioq=%22shop+mandiberg%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,,1343.0,True,mention,Shop Mandiberg,G_Brisson-Darveau_Un_état_hors_du_temps.pdf,0,0,0,,0,False,Un état hors ,Un état hors,False,G Brisson-Darveau,Brisson-Darveau,False,,,,,,,,,,,,,,,,,,,,,False
0.0,G Reisinger,Synchrone Archive: Die digitale Quelle im Kontext musealer Sammlungen,2012,Museum multimedial: audiovisionäre Traditionen in …,books.google.com,https://books.google.com/books?hl=en&lr=&id=dyfW-xHQy8kC&oi=fnd&pg=PA35&dq=%22michael+mandiberg%22+%22aftersherrielevine%22&ots=TLH0z9ALro&sig=L3tji-nekwD5_3zhmS216nKcgLw,,67.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,12.0,"Der im vorliegenden Text eingenommene Blickwinkel ist ein kunstwissenschaftlicher, dementsprechend soll auch die methodische Schwerpunksetzung entwickelt sein: Der Fokus liegt ",,https://scholar.google.com/scholar?q=related:yOS6QY0dq3YJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22aftersherrielevine%22&hl=en&as_sdt=2007,AfterSherrieLevine.com,TRUE,,727.0,True,discussion,AfterSherrieLevine.com,G_Reisinger_Synchrone_Archive_Die_digitale_Quelle_im_Kontext_musealer_Sammlungen.pdf,0,0,0,,0,False,Synchrone Archive: Die ,Synchrone Archive: Die,False,G Reisinger,Reisinger,False,,,,,,,,,,,,,,,,,,,,,False
2.0,H Klinke,Imitation als Interpiktorialität bei Joshua Reynolds,2013,Guido Isekenmeier (Hg.),degruyter.com,https://www.degruyter.com/document/doi/10.1515/transcript.9783839421895/pdf#page=125,https://scholar.google.com/scholar?cites=9795699976105383103&as_sdt=2005&sciodt=2007&hl=en,63.0,12/22/24 20:41,,10.1515/transcript.9783839421895,,,,,,,2.0,0.18,2.0,1.0,11.0,"Ein Bild sagt mehr als 1000 Worte, aber es sagt es anders. So wird ein Bild beispielsweise nicht gelesen wie ein Text. Bei der Formulierung ‚ein Bild lesen ‘handelt es sich vielmehr um ",,https://scholar.google.com/scholar?q=related:v1QQejpR8YcJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,"AfterWalkerEvans.com, AfterSherrieLevine.com",TRUE,,63.0,True,mention,"AfterSherrieLevine.com, AfterWalkerEvans.com",H_Klinke_Imitation_als_Interpiktorialität_bei_Joshua_Reynolds.pdf,0,0,0,verify type,Institutional login,False,Imitation als Interpiktorialität ,Imitation als Interpiktorialität,False,H Klinke,Klinke,False,,,,,,,,,,,,,,,,,,,,,False
0.0,K Poortier,Locating Critical Space,,academia.edu,,https://www.academia.edu/download/31368618/Poortier_Locating-Critical-Space_2013.pdf,,23.0,##########,PDF,,,,,,,,0.0,0.0,0.0,1.0,,"It is a common intuition that, in order to be critical, we need distance between us and the object or event we are criticizing, whether this object is art, society, or even our own moving ",https://www.academia.edu/download/31368618/Poortier_Locating-Critical-Space_2013.pdf,https://scholar.google.com/scholar?q=related:9RR1lNvGATcJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22aftersherrielevine%22&hl=en&as_sdt=2007,AfterSherrieLevine.com,TRUE,,683.0,True,mention,AfterSherrieLevine.com,K_Poortier_Locating_Critical_Space.pdf,0,0,0,,0,False,Locating Critical Space,Locating Critical Spac,False,K Poortier,Poortier,False,,,,,,,,,,,,,,,,,,,,,False
1.0,K Sykora,Verrutschte Säume: Aneta Grzeszykowska re-inszeniert die Untitled Film Stills,2011,Re-Inszenierte Fotografie,brill.com,https://brill.com/downloadpdf/book/edcoll/9783846751336/B9783846751336-s004.pdf,https://scholar.google.com/scholar?cites=17662653337833661911&as_sdt=2005&sciodt=2007&hl=en,71.0,##########,,,,,,,,,1.0,0.08,1.0,1.0,13.0,"Karaoke als Idee tritt die Nachfolge der altmodischen Bildwände auf den Jahrmärkten an, bei denen ein anonymer Mensch nur den Kopf durch ein Loch zu stecken brauchte und für ",,https://scholar.google.com/scholar?q=related:12VxSKFZHvUJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22aftersherrielevine%22&hl=en&as_sdt=2007,AfterSherrieLevine.com,TRUE,,731.0,True,mention,AfterSherrieLevine.com,K_Sykora_Verrutschte_Säume_Aneta_Grzeszykowska_re-inszeniert_die_Untitled_Film_Stills.pdf,0,0,0,verify type,Institutional login,False,Verrutschte Säume: Aneta ,Verrutschte Säume: Aneta,False,K Sykora,Sykora,False,,,,,,,,,,,,,,,,,,,,,False
8.0,KA Verschooren,. art: situating Internet art in the traditional institution for contemporary art,2007,,dspace.mit.edu,https://dspace.mit.edu/handle/1721.1/39149,https://scholar.google.com/scholar?cites=5758257485123907729&as_sdt=2005&sciodt=2007&hl=en,20.0,12/23/24 10:03,,,,,,,,,8.0,0.47,8.0,1.0,17.0,This thesis provides a critical analysis of the relation between Internet art and the traditional institution for contemporary art in the North American and West-European regions. Thirteen ,https://dspace.mit.edu/bitstream/handle/1721.1/39149/166146739-MIT.pdf?sequence=2&isAllowed=y,https://scholar.google.com/scholar?q=related:kXALlqxw6U8J:scholar.google.com/&scioq=%22michael+mandiberg%22+%22eyebeam%22&hl=en&as_sdt=2007,[],TRUE,,805.0,True,mention,Shop Mandiberg,KA_Verschooren_._art_situating_Internet_art_in_the_traditional_institution_for_contemporary_art.pdf,0,0,0,,0,False,. art: situating ,. art: situating,False,KA Verschooren,Verschooren,False,,,,,,,,,,,,,,,,,,,,,False
4.0,L Orán Llarena,Apropiación y simulacro en la representación visual a través de redes sociales. El caso de Instagram,2021,,docta.ucm.es,https://docta.ucm.es/entities/publication/17cb55af-4edc-4b1d-ad97-d19b423d595a,"https://scholar.google.com/scholar?cites=8138556365768896569&as_sdt=2005&sciodt=0,5&hl=en",514.0,12/23/24 10:05,,,,,,,,,4.0,1.33,4.0,1.0,3.0," This inquiry addresses contemporary artistic practices concerning the visual culture of social media, and its relation with artists from the last quarter of the 20th century who worked with ",https://docta.ucm.es/bitstreams/d339a9b6-19e4-4bff-9e52-eca4ef6fe3e7/download,"https://scholar.google.com/scholar?q=related:OTAmDuX18XAJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22social+media%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,True,579.0,True,discussion,AfterSherrieLevine.com,L_Orán_Llarena_Apropiación_y_simulacro_en_la_representación_visual_a_través_de_redes_sociales._El_caso_de_Instagram.pdf,0,0,0,,0,False,Apropiación y simulacro ,Apropiación y simulacro,False,L Orán Llarena,Llarena,False,,,,,,,,,,,,,,,,,,,,,False
7.0,L Pagola,Tensiones en la noción de autoría en los procesos de producción artística con tecnología,2011,"Poéticas tecnológicas, transdisciplina y sociedad.",aacademica.org,https://www.aacademica.org/agustin.berti/68.pdf#page=10,https://scholar.google.com/scholar?cites=15694937912763736201&as_sdt=2005&sciodt=2007&hl=en,18.0,12/23/24 10:02,PDF,,,,,,,,7.0,0.54,7.0,1.0,13.0,"Los creadores que exploran herramientas y entornos tecnológicos de producción y recepción, se cuestionan en distintos momentos de su actividad, acerca de la “autoría” de aquellas ",https://www.aacademica.org/agustin.berti/68.pdf#page=10,https://scholar.google.com/scholar?q=related:ieAXVuCez9kJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22turbulence+org%22&hl=en&as_sdt=2007,turbulenc.org,TRUE,,934.0,True,mention,AfterSherrieLevine.com,L_Pagola_Tensiones_en_la_noción_de_autoría_en_los_procesos_de_producción_artística_con_tecnología.pdf,0,0,0,,0,False,Tensiones en la ,Tensiones en la,False,L Pagola,Pagola,False,,,,,,,,,,,,,,,,,,,,,False
1.0,M Lughi,"La riproduzione dell'opera d'arte dalla fotografia a internet. Diritti, diffusione, valorizzazione",2016,,dspace.unive.it,http://dspace.unive.it/handle/10579/8116,https://scholar.google.com/scholar?cites=5052217896950121289&as_sdt=2005&sciodt=2007&hl=en,42.0,12/22/24 20:41,,,,,,,,,1.0,0.13,1.0,1.0,8.0,"La tesi si propone di affrontare il tema della riproduzione dell’opera d’arte nel diritto d’autore, e in particolare della sua riproduzione fotografica nei musei dalla nascita della fotografia a ",http://dspace.unive.it/bitstream/handle/10579/8116/8342521193467.pdf?sequence=2,https://scholar.google.com/scholar?q=related:SUOV02gVHUYJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,[],TRUE,,42.0,True,mention,"AfterSherrieLevine.com, AfterWalkerEvans.com","M_Lughi_La_riproduzione_dellopera_darte_dalla_fotografia_a_internet._Diritti,_diffusione,_valorizzazione.pdf",0,0,0,,0,False,La riproduzione dell'opera ,La riproduzione dell'opera,False,M Lughi,Lughi,False,,,,,,,,,,,,,,,,,,,,,False
0.0,M Mundviller,Nanodramas: Identity Pills: l'identité et la consommation lue à travers l'oeuvre d'art Web,2011,,library-archives.canada.ca,https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=1132105821,,16.0,12/23/24 20:35,,,,,,,,,0.0,0.0,0.0,1.0,13.0,"Ce mémoire est le résultat d'une recherche multidisciplinaire suivant les voies de la philosophie, de la sociologie et des études médiatiques afin de saisir le discours et les particularités ",https://dam-oclc.bac-lac.gc.ca/download?is_thesis=1&oclc_number=1132105821&id=b6426305-5578-4791-ad62-c01b47c2e18a&fileName=28219.pdf,"https://scholar.google.com/scholar?q=related:tzl9teNBzg4J:scholar.google.com/&scioq=%22shop+mandiberg%22&hl=en&as_sdt=0,5&as_vis=1",[],TRUE,,1346.0,True,mention,Shop Mandiberg,M_Mundviller_Nanodramas_Identity_Pills_lidentité_et_la_consommation_lue_à_travers_loeuvre_dart_Web.pdf,0,0,0,,0,False,Nanodramas: Identity Pills: ,Nanodramas: Identity Pills:,False,M Mundviller,Mundviller,False,,,,,,,,,,,,,,,,,,,,,False
1.0,M Ros Tägtström,Musealisering av Internetkonst,2006,,diva-portal.org,https://www.diva-portal.org/smash/get/diva2:213612/FULLTEXT01.pdf,https://scholar.google.com/scholar?cites=1980758336066901527&as_sdt=2005&sciodt=2007&hl=en,41.0,##########,PDF,,,,,,,,1.0,0.06,1.0,1.0,18.0,"Min uppsats behandlar Internetkonst och dess förhållande till museer och musealiseringsprocessen främst i Sverige, men dock med internationella utblickar. Med Internetkonst menar ",https://www.diva-portal.org/smash/get/diva2:213612/FULLTEXT01.pdf,https://scholar.google.com/scholar?q=related:F1YpTzYRfRsJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22aftersherrielevine%22&hl=en&as_sdt=2007,[],TRUE,,701.0,True,discussion,AfterSherrieLevine.com,M_Ros_Tägtström_Musealisering_av_Internetkonst.pdf,0,0,0,,0,False,Musealisering av Internetkonst,Musealisering av Internetkons,False,M Ros Tägtström,Tägtström,False,,,,,,,,,,,,,,,,,,,,,False
14.0,"M Tribe, R Jana",New Media Art-Introduction,2007,"Brown University Wiki: Art, Technology and …",robertspahr.com,http://www.robertspahr.com/teaching/net/new_media_art_tribe.pdf,https://scholar.google.com/scholar?cites=4676801831332083962&as_sdt=2005&sciodt=2007&hl=en,15.0,12/23/24 10:03,PDF,,,,,,,,14.0,0.82,7.0,2.0,17.0,"In 1993, at the start of the"" dot com"" boom, two European artists, Joan Heemskerk and Dirk Paesmans, paid a visit to California's Silicon Valley. When they returned home, they created ",http://www.robertspahr.com/teaching/net/new_media_art_tribe.pdf,https://scholar.google.com/scholar?q=related:-vhxoXxW50AJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22eyebeam%22&hl=en&as_sdt=2007,eyebeam,TRUE,,800.0,True,TBD no PDF,,M_Tribe__R_Jana_New_Media_Art-Introduction.pdf,0,0,0,in existing,existing,False,New Media Art-Introduction,New Media Art-Introductio,False,M Tribe,Tribe,False,,,,,,,,,,,,,,,,,,,,,False
0.0,M Veyrat,"De l'information comme matériau artistique, vol. 2: Never mind",2016,,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=4868159&publisher=FZ2990,,65.0,12/22/24 20:41,,,,,,,,,0.0,0.0,0.0,1.0,8.0,"Si le propre de notre monde contemporain, surexposé, hyperfluide et transparent, réside pourtant dans le secret, cette sorte de crypte numérique globale, dont le chiffre nous échappe, ",,https://scholar.google.com/scholar?q=related:8JNUmUq4tvMJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,[],TRUE,,65.0,True,mention,AfterWalkerEvans.com,"M_Veyrat_De_linformation_comme_matériau_artistique,_vol._2_Never_mind.pdf",0,0,0,verify type,PAID,False,De l'information comme ,De l'information comme,False,M Veyrat,Veyrat,False,,,,,,,,,,,,,,,,,,,,,False
3.0,MTT Costa,Control+ c: autoria na rede,2007,,bdtd.ibict.br,https://bdtd.ibict.br/vufind/Record/PUC_SP-1_4d01152bcc6e759638844997550f1edf,https://scholar.google.com/scholar?cites=9712738071076923887&as_sdt=2005&sciodt=2007&hl=en,23.0,12/22/24 20:41,HTML,,,,,,,,3.0,0.18,3.0,1.0,17.0,"Ctrl+ C Authorship on the Net studies the new formats of creation that emerged from the Internet. By aiming beyond the discussions around a legal point of view, this work focusses on ",https://bdtd.ibict.br/vufind/Record/PUC_SP-1_4d01152bcc6e759638844997550f1edf,https://scholar.google.com/scholar?q=related:7-nzutCTyoYJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,[],TRUE,,23.0,True,mention,"AfterSherrieLevine.com, AfterWalkerEvans.com",MTT_Costa_Control+_c_autoria_na_rede.pdf,0,0,0,,0,False,Control+ c: autoria ,Control+ c: autoria,False,MTT Costa,Costa,True,,,,,,,,,,,,,,,,,,,,,False
1.0,P Trutty-Coohill,Visualizing Tymieniecka's Approach to Originality,2010,Art Inspiring Transmutations of Life,Springer,https://link.springer.com/chapter/10.1007/978-90-481-9160-4_19,https://scholar.google.com/scholar?cites=9231762241732219475&as_sdt=2005&sciodt=2007&hl=en,28.0,##########,,10.1007/978-90-481-9160-4_19,,,,,,,1.0,0.07,1.0,1.0,14.0,"Tymieniecka believes that human meaning-bestowing in the creative act happens before cognition. This makes her prose difficult, overwhelming in volume and intensity. In the ",,https://scholar.google.com/scholar?q=related:UxJQzdjOHYAJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22aftersherrielevine%22&hl=en&as_sdt=2007,AfterSherrieLevine.com,TRUE,,688.0,True,discussion,AfterSherrieLevine.com,P_Trutty-Coohill_Visualizing_Tymienieckas_Approach_to_Originality.pdf,0,0,0,,0,False,Visualizing Tymieniecka's Approach ,Visualizing Tymieniecka's Approach,False,P Trutty-Coohill,Trutty-Coohill,False,,,,,,,,,,,,,,,,,,,,,False
3.0,PJ Estévez Kubli,El ensamblaje escultórico: análisis y tipologías objetuales en el Arte Contemporáneo Mexicano,2012,,riunet.upv.es,https://riunet.upv.es/bitstream/handle/10251/16544/tesisUPV3756.pdf?sequence=1,https://scholar.google.com/scholar?cites=10685396939491671862&as_sdt=2005&sciodt=2007&hl=en,49.0,12/22/24 20:41,PDF,,,,,,,,3.0,0.25,3.0,1.0,12.0,"La investigación realiza un análisis y un recorrido histórico del término assemblage, relacionándolo con los procesos técnicos conceptuales del arte objetual como: ready-made, objet ",https://riunet.upv.es/bitstream/handle/10251/16544/tesisUPV3756.pdf?sequence=1,https://scholar.google.com/scholar?q=related:Nn9yHucnSpQJ:scholar.google.com/&scioq=%22michael+mandiberg%22+%22afterwalkerevans%22&hl=en&as_sdt=2007,[],TRUE,,49.0,True,mention,"AfterSherrieLevine.com, AfterWalkerEvans.com",PJ_Estévez_Kubli_El_ensamblaje_escultórico_análisis_y_tipologías_objetuales_en_el_Arte_Contemporáneo_Mexicano.pdf,0,0,0,,0,False,El ensamblaje escultórico: ,El ensamblaje escultórico:,False,PJ Estévez Kubli,Kubli,False,,,,,,,,,,,,,,,,,,,,,False
5.0,R Pardo,El otro yo. De la autoficción al turismo identitario en el arte contemporáneo,2012,"Sans Soleil, 2012, num. 4, p. 74-93",diposit.ub.edu,https://diposit.ub.edu/dspace/handle/2445/55669,"https://scholar.google.com/scholar?cites=14076278912553496534&as_sdt=2005&sciodt=0,5&hl=en",12.0,12/23/24 20:35,,,,,,,,,5.0,0.42,5.0,1.0,12.0,"La identidad está en crisis, lo que ha llevado a numerosos artistas a investigar en su propio yo encontrándose con identidades poliédricas de difícil definición. Sumidos en el caos ",https://diposit.ub.edu/dspace/bitstream/2445/55669/1/617429.pdf,"https://scholar.google.com/scholar?q=related:1q8Sdhf9WMMJ:scholar.google.com/&scioq=%22shop+mandiberg%22&hl=en&as_sdt=0,5&as_vis=1",Shop Mandiberg,TRUE,,1342.0,True,mention,Shop Mandiberg,R_Pardo_El_otro_yo._De_la_autoficción_al_turismo_identitario_en_el_arte_contemporáneo.pdf,0,0,0,,0,False,El otro yo. ,El otro yo.,False,R Pardo,Pardo,False,,,,,,,,,,,,,,,,,,,,,False
